x,y,z,x_quat,y_quat,z_quat,w_quat,speed
89669.8263482649,43133.249359249,0.0,0.0,0.0,0.890874,0.454251,11.0
89669.57768356681,43132.81558312239,0.0,0.0,0.0,-0.8614228870333439,0.5078883831070946,11.0
89669.33563536886,43132.37807860032,0.0,0.0,0.0,-0.8584038665478965,0.5129744651497004,11.0
89669.09877886088,43131.937740618996,0.0,0.0,0.0,-0.8561007438511691,0.5168089747454807,11.0
89668.86587075023,43131.49530077981,0.0,0.0,0.0,-0.854441277454973,0.5195479798643372,11.0
89668.63580102878,43131.05137787818,0.0,0.0,0.0,-0.853371656705631,0.521302997815557,11.0
89668.40755790153,43130.60651278682,0.0,0.0,0.0,-0.8528518458764336,0.5221529746972241,11.0
89668.18020163571,43130.16119366869,0.0,0.0,0.0,-0.852851949864495,0.5221528048496233,11.0
89667.95284519339,43129.715874642825,0.0,0.0,0.0,-0.8533494885891862,0.5213392852304287,11.0
89667.72463989581,43129.270990131954,0.0,0.0,0.0,-0.8543271772713724,0.5197355810174333,11.0
89667.49476511429,43128.82696617883,0.0,0.0,0.0,-0.8557709854736583,0.517354830287148,11.0
89667.2624214197,43128.38422946893,0.0,0.0,0.0,-0.8576683643487273,0.5142032446371558,11.0
89667.02682687342,43127.94321450593,0.0,0.0,0.0,-0.8600065885360508,0.5102829290448425,11.0
89666.78721626538,43127.50436915146,0.0,0.0,0.0,-0.8627711534169159,0.5055946368699381,11.0
89666.5428432342,43127.068158525566,0.0,0.0,0.0,-0.8659442353862392,0.500140561443822,11.0
89666.29298521967,43126.635067123585,0.0,0.0,0.0,-0.8695032699758798,0.49392718441208755,11.0
89666.03695112602,43126.205598912784,0.0,0.0,0.0,-0.8734197402797115,0.48696812759124325,11.0
89665.77409142876,43125.78027513234,0.0,0.0,0.0,-0.877658308394995,0.4792868595165487,11.0
89665.50381022709,43125.35962955853,0.0,0.0,0.0,-0.8821764447314919,0.4709190167756076,11.0
89665.2255784547,43124.944201131235,0.0,0.0,0.0,-0.8869247041800988,0.4619140278396448,11.0
89664.93894715754,43124.534524077,0.0,0.0,0.0,-0.8918477577148842,0.45233569067555685,11.0
89664.64355949286,43124.131116003846,0.0,0.0,0.0,-0.8968861987031811,0.442261400730109,11.0
89664.33915998977,43123.734464829125,0.0,0.0,0.0,-0.9019790216999218,0.431779856423678,11.0
89664.0255997137,43123.34501575913,0.0,0.0,0.0,-0.9070665266299295,0.42098731129039446,11.0
89663.70283635399,43122.963159742765,0.0,0.0,0.0,-0.9120933916361746,0.40998249344773224,11.0
89663.37092866458,43122.589224929485,0.0,0.0,0.0,-0.917011477610221,0.3988608152364924,11.0
89663.03002551093,43122.22347238307,0.0,0.0,0.0,-0.9217819934652426,0.3877085974327154,11.0
89662.68035049002,43121.86609675646,0.0,0.0,0.0,-0.9263769154502753,0.37659767726425686,11.0
89662.322183359,43121.51723223697,0.0,0.0,0.0,-0.9307794722005153,0.36558114575307393,11.0
89661.95583996446,43121.176963341946,0.0,0.0,0.0,-0.9349837564636293,0.35469053433826053,11.0
89661.5816523052,43120.84533962703,0.0,0.0,0.0,-0.9389937155265484,0.34393429925153957,11.0
89661.19995000468,43120.52239331704,0.0,0.0,0.0,-0.9428216606914054,0.33329763895218417,11.0
89660.81104417489,43120.20815862165,0.0,0.0,0.0,-0.9464865615617062,0.3227432242249225,11.0
89660.41521423236,43119.90269179774,0.0,0.0,0.0,-0.9500123266201705,0.31221239448447646,11.0
89660.0126977817,43119.60609131046,0.0,0.0,0.0,-0.9534261282689473,0.3016266200687281,11.0
89659.60368358821,43119.31851766412,0.0,0.0,0.0,-0.9567569240045841,0.2908886184938944,11.0
89659.18830733722,43119.04021302993,0.0,0.0,0.0,-0.9600340277266357,0.27988330712454673,11.0
89658.76665012483,43118.77152070688,0.0,0.0,0.0,-0.9632858414293438,0.2684779091503826,11.0
