x,y,z,x_quat,y_quat,z_quat,w_quat,speed
89612.6932589,43158.3481709,0.0,0.0,0.0,0.7028539955455397,0.7113341415577284,8.333333333333334
89612.7291468,43161.3404789,0.0,0.0,0.0,0.5688843952383383,0.8224175003332006,8.333333333333334
89613.7741219,43164.1124982,0.0,0.0,0.0,0.332024351633184,0.9432708147306179,8.333333333333334
89616.038489,43165.9320151,0.0,0.0,0.0,0.09576117963897977,0.9954043381833089,8.333333333333334
89618.9507637,43166.4975904,0.0,0.0,0.0,-0.17146598580861655,0.9851900404037179,8.333333333333334
89621.7102618,43165.5070397,0.0,0.0,0.0,-0.4881482957251795,0.8727607010977309,8.333333333333334
89638.4128636586,43138.31707076777,0.0,0.0,0.0,-0.23236978424659124,0.9726275152231674,8.333333333333334
89640.70226509725,43137.15693416836,0.0,0.0,0.0,-0.05440574292758456,0.9985189107555739,8.333333333333334
89642.82516461308,43136.92490684848,0.0,0.0,0.0,0.16067803779135187,0.9870068734165537,8.333333333333334
89644.90643864822,43137.62098880812,0.0,0.0,0.0,0.34352406870127616,0.9391438730156956,8.333333333333334
89646.73795979914,43139.16783760734,0.0,0.0,0.0,0.5540159306970269,0.832506065163436,8.333333333333334
89647.61209489389,43141.25608348628,0.0,0.0,0.0,0.873153126972223,0.4874460143017162,8.333333333333334
89645.4006131432,43144.84317496882,0.0,0.0,0.0,0.8726166365423336,0.48840577968482807,8.333333333333334
89633.7847531,43163.7775397,0.0,0.0,0.0,0.9112566626678846,0.4118389184418941,8.333333333333334
89631.807161,43166.0239011,0.0,0.0,0.0,0.879696156326364,0.4755361947787164,8.333333333333334
89628.652628441,43170.84242741126,0.0,0.0,0.0,0.8663244976750675,0.4994815959853195,8.333333333333334
89626.89807766267,43173.87301511928,0.0,0.0,0.0,0.9827594378596936,0.18488885119903584,8.333333333333334
89623.9486293,43175.0235088,0.0,0.0,0.0,0.9147809610709267,0.4039502361209258,8.333333333333334
89621.8924551,43177.279314,0.0,0.0,0.0,0.8485892155880054,0.5290523066651669,8.333333333333334
89620.6436101,43179.8265982,0.0,0.0,0.0,0.728821829374664,0.6847033963892454,8.333333333333334
89620.4575395,43182.8044835,0.0,0.0,0.0,0.4132351890193083,0.9106243344849602,8.333333333333334
89622.27244379255,43184.878833637864,0.0,0.0,0.0,0.48254448648789383,0.875871462350575,8.333333333333334
89623.8589911,43187.3888367,0.0,0.0,0.0,0.12938257007302117,0.9915947511767595,8.333333333333334
89626.7369063,43188.1528607,0.0,0.0,0.0,-0.07385668109901548,0.9972688657814593,8.333333333333334
89629.6624967,43187.7171386,0.0,0.0,0.0,-0.16074663043274642,0.9869957045522123,8.333333333333334
89632.08845787912,43186.905401124954,0.0,0.0,0.0,-0.3700438020432214,0.9290143080541855,8.333333333333334
89634.642422,43184.4871419,0.0,0.0,0.0,-0.28523867458020946,0.9584565188487819,8.333333333333334
89637.2185154,43182.8048442,0.0,0.0,0.0,-0.3527565065261099,0.9357151527593718,8.333333333333334
89640.14375484623,43180.23387133006,0.0,0.0,0.0,0.01922011145476203,0.9998152765964654,8.333333333333334
89643.57112676481,43180.36569332693,0.0,0.0,0.0,0.1854146977642048,0.9826603634282847,8.333333333333334
89646.6030326928,43181.55209129875,0.0,0.0,0.0,0.36104786479963114,0.9325472853017306,8.333333333333334
89648.6392499,43183.4067994,0.0,0.0,0.0,0.2411108788165292,0.9704975755334585,8.333333333333334
89651.2792464,43184.8048551,0.0,0.0,0.0,0.2339750928861401,0.9722425910794703,8.333333333333334
89653.9579201,43186.1733861,0.0,0.0,0.0,0.19750779225370946,0.9803013169424315,8.333333333333334
89656.6963393,43187.3235285,0.0,0.0,0.0,0.05636396520517176,0.9984102881212463,8.333333333333334
89659.6203205,43187.6547232,0.0,0.0,0.0,-0.1454691660696094,0.989362785697447,8.333333333333334
89662.4651057,43186.7996826,0.0,0.0,0.0,-0.3657077530044179,0.9307297348814315,8.333333333333334
89664.6106667,43184.8057444,0.0,0.0,0.0,-0.6671728844458609,0.7449029079418269,8.333333333333334
89664.92629025757,43181.94755728936,0.0,0.0,0.0,-0.7983486481149825,0.6021955131458386,8.333333333333334
89664.13535827637,43179.17929535511,0.0,0.0,0.0,-0.855584723706639,0.5176628058493621,8.333333333333334
89662.9442058,43176.9055483,0.0,0.0,0.0,-0.9843713092218439,0.17610543881684312,8.333333333333334
89660.1639421,43175.8778704,0.0,0.0,0.0,-0.9971781210849405,0.07507193103622414,8.333333333333334
89657.2102013,43175.4305943,0.0,0.0,0.0,-0.9972539196028841,0.07405821923787008,8.333333333333334
89654.2806368,43174.9930699,0.0,0.0,0.0,-0.9994026571253026,0.034559064380922884,8.333333333333334
89651.40001363785,43174.7936091067,0.0,0.0,0.0,-0.9834601309586625,0.1811247382738496,8.333333333333334
89648.40297902725,43173.65091709882,0.0,0.0,0.0,-0.9471330268893299,0.32084112793632924,8.333333333333334
89646.11357758859,43171.8987893534,0.0,0.0,0.0,-0.8359515075847935,0.5488033135529622,8.333333333333334
89645.15619153244,43169.68958480483,0.0,0.0,0.0,-0.6423205122637059,0.7664361418443747,8.333333333333334
89645.69732278158,43166.64240611715,0.0,0.0,0.0,-0.47630559460319444,0.8792798078823927,8.333333333333334
89647.23746556757,43164.280842634194,0.0,0.0,0.0,-0.4026007258922369,0.9153756909111384,8.333333333333334
89649.02619,43162.3300419,0.0,0.0,0.0,-0.21225915536109857,0.9772134111673831,8.333333333333334
89651.7586664,43161.0842303,0.0,0.0,0.0,-0.19573755537508275,0.9806563156456937,8.333333333333334
89654.5054536,43159.9422239,0.0,0.0,0.0,-0.05278493969535571,0.9986059033178993,8.333333333333334
89657.4697214,43159.6279716,0.0,0.0,0.0,0.1411861230448185,0.9899830698853256,8.333333333333334
89660.3626944,43160.4702638,0.0,0.0,0.0,0.35102082374937327,0.9363676528449236,8.333333333333334
89662.4415384,43162.2837251,0.0,0.0,0.0,0.5354900752916257,0.8445415201540828,8.333333333333334
89663.7433917,43165.0445869,0.0,0.0,0.0,0.5474834268001583,0.8368165255174851,8.333333333333334
89665.28455860502,43168.57034549146,0.0,0.0,0.0,0.29816757734204574,0.9545135388363934,8.333333333333334
89667.79356621802,43170.307350762,0.0,0.0,0.0,-0.06497757528131153,0.9978867243883754,8.333333333333334
89671.64709404005,43169.80336755189,0.0,0.0,0.0,-0.47805018753785317,0.8783325214262668,8.333333333333334
